"date","load"
2011-01-01,5328.86889008254
2011-01-02,5366.43443930939
2011-01-03,5359.091895157
2011-01-04,5374.78973722553
2011-01-05,5293.1074949754
2011-01-06,5287.98544901671
2011-01-07,5357.01480041525
2011-01-08,5433.69180932779
2011-01-09,5345.81757039316
2011-01-10,5249.38733987007
2011-01-11,5256.18004981669
2011-01-12,5244.47920730299
2011-01-13,5273.37219874357
2011-01-14,5362.61424616105
2011-01-15,5430.91131345628
2011-01-16,5359.98306071221
2011-01-17,5288.54731421092
2011-01-18,5292.41259336983
2011-01-19,5293.61644820936
2011-01-20,5344.27792798531
2011-01-21,5443.6784107121
2011-01-22,5509.40759032102
2011-01-23,5446.78810384457
2011-01-24,5378.66123202458
2011-01-25,5355.67412784538
2011-01-26,5332.94932030327
2011-01-27,5382.16571128511
2011-01-28,5474.3643628452
2011-01-29,5539.32780154434
2011-01-30,5472.92824257392
2011-01-31,5385.17979806799
2011-02-01,5328.57268982843
2011-02-02,5288.19786356337
2011-02-03,5327.31355442544
2011-02-04,5400.19108992854
2011-02-05,5463.67235489767
2011-02-06,5392.16218985722
2011-02-07,5279.38041055455
2011-02-08,5193.51025508849
2011-02-09,5138.67888803886
2011-02-10,5166.79101221465
2011-02-11,5212.4508833007
2011-02-12,5273.0641108239
2011-02-13,5213.86976914346
2011-02-14,5069.70880898482
2011-02-15,4959.233966129
2011-02-16,4900.91399433475
2011-02-17,4919.78370882933
2011-02-18,4944.68435621517
2011-02-19,5000.00989450963
2011-02-20,4955.87142570581
2011-02-21,4789.88167454486
2011-02-22,4673.26834215859
2011-02-23,4620.33336364015
2011-02-24,4612.71777934564
2011-02-25,4623.91988676211
2011-02-26,4688.2986466527
2011-02-27,4653.52792982507
2011-02-28,4483.67898572096
