"date","load"
2011-01-01,4644
2011-01-02,4510
2011-01-03,4337
2011-01-04,4180
2011-01-05,3989
2011-01-06,3743
2011-01-07,3510
2011-01-08,3310
2011-01-09,3098
2011-01-10,2908
2011-01-11,2817
2011-01-12,2809
2011-01-13,2852
2011-01-14,2842
2011-01-15,2790
2011-01-16,2704
2011-01-17,2640
2011-01-18,2656
2011-01-19,2714
2011-01-20,2780
2011-01-21,2777
2011-01-22,2732
2011-01-23,2661
2011-01-24,2612
2011-01-25,2635
2011-01-26,2691
2011-01-27,2750
2011-01-28,2744
2011-01-29,2704
2011-01-30,2641
2011-01-31,2598
2011-02-01,2623
2011-02-02,2677
2011-02-03,2732
2011-02-04,2728
2011-02-05,2699
2011-02-06,2639
2011-02-07,2595
2011-02-08,2622
2011-02-09,2674
2011-02-10,2728
2011-02-11,2728
2011-02-12,2710
2011-02-13,2651
2011-02-14,2605
2011-02-15,2637
2011-02-16,2680
2011-02-17,2723
2011-02-18,2732
2011-02-19,2722
2011-02-20,2664
2011-02-21,2624
2011-02-22,2658
2011-02-23,2689
2011-02-24,2726
2011-02-25,2743
2011-02-26,2742
2011-02-27,2698
2011-02-28,2667
