"date","load"
2011-01-01,5269
2011-01-02,5143
2011-01-03,4857
2011-01-04,4992
2011-01-05,5000
2011-01-06,4877
2011-01-07,4887
2011-01-08,4985
2011-01-09,4897
2011-01-10,4816
2011-01-11,4856
2011-01-12,5036
2011-01-13,5121
2011-01-14,5177
2011-01-15,5244
2011-01-16,5339
2011-01-17,5400
2011-01-18,5380
2011-01-19,5426
2011-01-20,5525
2011-01-21,5499
2011-01-22,5525
2011-01-23,5493
2011-01-24,5529
2011-01-25,5527
2011-01-26,5542
2011-01-27,5476
2011-01-28,5409
2011-01-29,5298
2011-01-30,4941
2011-01-31,4787
2011-02-01,4872
2011-02-02,4959
2011-02-03,5024
2011-02-04,4980
2011-02-05,4923
2011-02-06,4883
2011-02-07,4822
2011-02-08,4790
2011-02-09,4799
2011-02-10,4809
2011-02-11,4813
2011-02-12,4741
2011-02-13,4604
2011-02-14,4588
2011-02-15,4593
2011-02-16,4625
2011-02-17,4641
2011-02-18,4659
2011-02-19,4641
2011-02-20,4564
2011-02-21,4480
2011-02-22,4296
2011-02-23,4134
2011-02-24,4263
2011-02-25,4371
2011-02-26,4370
2011-02-27,4312
2011-02-28,4201
