"date","load"
2011-01-01,4620
2011-01-02,4481
2011-01-03,4105
2011-01-04,3905
2011-01-05,3944
2011-01-06,4038
2011-01-07,4071
2011-01-08,4147
2011-01-09,4172
2011-01-10,3984
2011-01-11,3884
2011-01-12,3948
2011-01-13,4044
2011-01-14,4073
2011-01-15,4141
2011-01-16,4156
2011-01-17,3966
2011-01-18,3866
2011-01-19,3924
2011-01-20,4017
2011-01-21,4049
2011-01-22,4112
2011-01-23,4118
2011-01-24,3925
2011-01-25,3816
2011-01-26,3856
2011-01-27,3945
2011-01-28,3988
2011-01-29,4055
2011-01-30,4058
2011-01-31,3862
2011-02-01,3735
2011-02-02,3743
2011-02-03,3822
2011-02-04,3883
2011-02-05,3964
2011-02-06,3972
2011-02-07,3778
2011-02-08,3625
2011-02-09,3585
2011-02-10,3633
2011-02-11,3700
2011-02-12,3797
2011-02-13,3825
2011-02-14,3652
2011-02-15,3472
2011-02-16,3362
2011-02-17,3331
2011-02-18,3316
2011-02-19,3329
2011-02-20,3338
2011-02-21,3235
2011-02-22,3035
2011-02-23,2845
2011-02-24,2747
2011-02-25,2683
2011-02-26,2689
2011-02-27,2671
2011-02-28,2610
