"date","load"
2011-01-01,5262
2011-01-02,5032
2011-01-03,4864
2011-01-04,4914
2011-01-05,4929
2011-01-06,4879
2011-01-07,4778
2011-01-08,4750
2011-01-09,4595
2011-01-10,4481
2011-01-11,4575
2011-01-12,4663
2011-01-13,4699
2011-01-14,4672
2011-01-15,4690
2011-01-16,4596
2011-01-17,4524
2011-01-18,4606
2011-01-19,4664
2011-01-20,4711
2011-01-21,4704
2011-01-22,4734
2011-01-23,4674
2011-01-24,4605
2011-01-25,4628
2011-01-26,4621
2011-01-27,4656
2011-01-28,4652
2011-01-29,4690
2011-01-30,4638
2011-01-31,4550
2011-02-01,4505
2011-02-02,4453
2011-02-03,4481
2011-02-04,4488
2011-02-05,4530
2011-02-06,4487
2011-02-07,4388
2011-02-08,4277
2011-02-09,4210
2011-02-10,4232
2011-02-11,4258
2011-02-12,4303
2011-02-13,4278
2011-02-14,4177
2011-02-15,4027
2011-02-16,3952
2011-02-17,3978
2011-02-18,4025
2011-02-19,4076
2011-02-20,4082
2011-02-21,3954
2011-02-22,3788
2011-02-23,3724
2011-02-24,3715
2011-02-25,3756
2011-02-26,3826
2011-02-27,3865
2011-02-28,3712
