"date","load"
2011-01-01,5327
2011-01-02,5133
2011-01-03,4995
2011-01-04,5127
2011-01-05,5230
2011-01-06,5084
2011-01-07,4940
2011-01-08,4947
2011-01-09,4755
2011-01-10,4623
2011-01-11,4778
2011-01-12,4883
2011-01-13,4843
2011-01-14,4815
2011-01-15,4862
2011-01-16,4742
2011-01-17,4659
2011-01-18,4772
2011-01-19,4788
2011-01-20,4796
2011-01-21,4813
2011-01-22,4878
2011-01-23,4793
2011-01-24,4705
2011-01-25,4741
2011-01-26,4678
2011-01-27,4732
2011-01-28,4781
2011-01-29,4838
2011-01-30,4758
2011-01-31,4665
2011-02-01,4604
2011-02-02,4481
2011-02-03,4593
2011-02-04,4670
2011-02-05,4675
2011-02-06,4602
2011-02-07,4509
2011-02-08,4331
2011-02-09,4145
2011-02-10,4312
2011-02-11,4417
2011-02-12,4390
2011-02-13,4334
2011-02-14,4246
2011-02-15,4045
2011-02-16,3884
2011-02-17,4056
2011-02-18,4160
2011-02-19,4124
2011-02-20,4119
2011-02-21,3966
2011-02-22,3805
2011-02-23,3726
2011-02-24,3852
2011-02-25,3860
2011-02-26,3830
2011-02-27,3878
2011-02-28,3713
