"date","load"
2011-01-01,4950
2011-01-02,5009
2011-01-03,5011
2011-01-04,4866
2011-01-05,4734
2011-01-06,4735
2011-01-07,4757
2011-01-08,4719
2011-01-09,4620
2011-01-10,4539
2011-01-11,4497
2011-01-12,4486
2011-01-13,4555
2011-01-14,4638
2011-01-15,4656
2011-01-16,4590
2011-01-17,4539
2011-01-18,4528
2011-01-19,4546
2011-01-20,4638
2011-01-21,4747
2011-01-22,4786
2011-01-23,4738
2011-01-24,4691
2011-01-25,4659
2011-01-26,4645
2011-01-27,4714
2011-01-28,4806
2011-01-29,4832
2011-01-30,4778
2011-01-31,4719
2011-02-01,4651
2011-02-02,4601
2011-02-03,4639
2011-02-04,4719
2011-02-05,4729
2011-02-06,4659
2011-02-07,4594
2011-02-08,4503
2011-02-09,4434
2011-02-10,4456
2011-02-11,4512
2011-02-12,4470
2011-02-13,4378
2011-02-14,4290
2011-02-15,4198
2011-02-16,4140
2011-02-17,4170
2011-02-18,4200
2011-02-19,4150
2011-02-20,4092
2011-02-21,3956
2011-02-22,3839
2011-02-23,3805
2011-02-24,3852
2011-02-25,3858
2011-02-26,3831
2011-02-27,3803
2011-02-28,3676
