"date","load"
2011-01-01,5040
2011-01-02,5219
2011-01-03,5494
2011-01-04,5884
2011-01-05,6028
2011-01-06,5944
2011-01-07,5954
2011-01-08,5975
2011-01-09,5843
2011-01-10,5904
2011-01-11,6058
2011-01-12,6071
2011-01-13,5956
2011-01-14,5954
2011-01-15,5969
2011-01-16,5841
2011-01-17,5895
2011-01-18,6039
2011-01-19,6051
2011-01-20,5931
2011-01-21,5919
2011-01-22,5932
2011-01-23,5808
2011-01-24,5850
2011-01-25,5985
2011-01-26,5999
2011-01-27,5873
2011-01-28,5849
2011-01-29,5861
2011-01-30,5740
2011-01-31,5763
2011-02-01,5889
2011-02-02,5909
2011-02-03,5778
2011-02-04,5737
2011-02-05,5746
2011-02-06,5626
2011-02-07,5621
2011-02-08,5733
2011-02-09,5764
2011-02-10,5631
2011-02-11,5567
2011-02-12,5563
2011-02-13,5436
2011-02-14,5389
2011-02-15,5468
2011-02-16,5506
2011-02-17,5380
2011-02-18,5282
2011-02-19,5243
2011-02-20,5079
2011-02-21,4948
2011-02-22,4914
2011-02-23,4872
2011-02-24,4721
2011-02-25,4527
2011-02-26,4327
2011-02-27,3961
2011-02-28,3476
