"date","load"
2011-01-01,4575
2011-01-02,4341
2011-01-03,4015
2011-01-04,3741
2011-01-05,3574
2011-01-06,3557
2011-01-07,3645
2011-01-08,3754
2011-01-09,3784
2011-01-10,3689
2011-01-11,3518
2011-01-12,3409
2011-01-13,3422
2011-01-14,3532
2011-01-15,3665
2011-01-16,3724
2011-01-17,3651
2011-01-18,3496
2011-01-19,3397
2011-01-20,3416
2011-01-21,3524
2011-01-22,3651
2011-01-23,3704
2011-01-24,3628
2011-01-25,3469
2011-01-26,3364
2011-01-27,3371
2011-01-28,3462
2011-01-29,3573
2011-01-30,3619
2011-01-31,3535
2011-02-01,3362
2011-02-02,3236
2011-02-03,3212
2011-02-04,3264
2011-02-05,3336
2011-02-06,3349
2011-02-07,3235
2011-02-08,3043
2011-02-09,2921
2011-02-10,2896
2011-02-11,2929
2011-02-12,2976
2011-02-13,2965
2011-02-14,2853
2011-02-15,2731
2011-02-16,2698
2011-02-17,2716
2011-02-18,2755
2011-02-19,2794
2011-02-20,2776
2011-02-21,2683
2011-02-22,2609
2011-02-23,2603
2011-02-24,2622
2011-02-25,2651
2011-02-26,2676
2011-02-27,2652
2011-02-28,2574
