"date","load"
2011-01-01,4881
2011-01-02,5225
2011-01-03,5695
2011-01-04,6210
2011-01-05,6485
2011-01-06,6519
2011-01-07,6497
2011-01-08,6494
2011-01-09,6524
2011-01-10,6565
2011-01-11,6590
2011-01-12,6566
2011-01-13,6521
2011-01-14,6499
2011-01-15,6505
2011-01-16,6540
2011-01-17,6583
2011-01-18,6607
2011-01-19,6580
2011-01-20,6536
2011-01-21,6518
2011-01-22,6528
2011-01-23,6566
2011-01-24,6610
2011-01-25,6632
2011-01-26,6604
2011-01-27,6561
2011-01-28,6547
2011-01-29,6560
2011-01-30,6600
2011-01-31,6644
2011-02-01,6665
2011-02-02,6635
2011-02-03,6595
2011-02-04,6585
2011-02-05,6599
2011-02-06,6637
2011-02-07,6682
2011-02-08,6702
2011-02-09,6673
2011-02-10,6636
2011-02-11,6629
2011-02-12,6641
2011-02-13,6677
2011-02-14,6721
2011-02-15,6740
2011-02-16,6713
2011-02-17,6680
2011-02-18,6673
2011-02-19,6683
2011-02-20,6715
2011-02-21,6759
2011-02-22,6777
2011-02-23,6753
2011-02-24,6723
2011-02-25,6715
2011-02-26,6723
2011-02-27,6752
2011-02-28,6793
